Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 08.10.2023 19:01:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
04143502200;"Niederdorfelden";"SB";00002;"Bürgerhaus / Saal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04143502200;"Niederdorfelden";"SB";90001;"Briefwahl";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";00001;"Kreissparkasse, Burgring 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";00002;"Haus des Gastes, Bücherei, Burgring 14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";00003;"ehemaliges Verkehrsbüro, Burgstraße 2A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";00004;"VR Bank, Pfarrgasse 2-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";00005;"Haus der Vereine, Raum GV Viktoria, Bahnhofstr. 7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";90001;"Briefwahlbezirk 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";90002;"Briefwahlbezirk 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";90003;"Briefwahlbezirk 3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";90004;"Briefwahlbezirk 4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500100;"Bad Orb, Stadt";"SB";90005;"Briefwahlbezirk 5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00001;"Salmünster 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00002;"Salmünster 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00003;"Bad Soden 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00004;"Bad Soden 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00005;"Ahl 5";456;354;102;0;226;1;;;6;220;2,7;97,3;73;12;32;73;6;7;17;;;;;;;;;;;;;;;;;;;;;;;33,2;5,5;14,5;33,2;2,7;3,2;7,7;;;;;;;;;;;;;;;;;;;;;;;8;218;3,5;96,5;78;12;22;73;7;6;10;4;2;0;0;0;0;0;1;0;3;0;0;0;0;;;;;;;;;35,8;5,5;10,1;33,5;3,2;2,8;4,6;1,8;0,9;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1,4;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:52:22;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00006;"Alsberg 6";141;100;41;0;75;1;;;0;75;0,0;100,0;38;8;10;15;0;2;2;;;;;;;;;;;;;;;;;;;;;;;50,7;10,7;13,3;20,0;0,0;2,7;2,7;;;;;;;;;;;;;;;;;;;;;;;0;75;0,0;100,0;35;10;6;16;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;46,7;13,3;8,0;21,3;1,3;2,7;4,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:29:33;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00007;"Eckardroth 7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00008;"Hausen 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00009;"Katholisch-Willenroth 9";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00010;"Kerbersdorf 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00011;"Mernes 11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00012;"Romsthal 12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";00013;"Wahlert 13";297;236;61;0;165;0;;;3;162;1,8;98,2;66;11;17;50;5;5;8;;;;;;;;;;;;;;;;;;;;;;;40,7;6,8;10,5;30,9;3,1;3,1;4,9;;;;;;;;;;;;;;;;;;;;;;;5;160;3,0;97,0;63;9;14;47;5;6;6;3;2;1;0;0;1;0;1;0;2;0;0;0;0;;;;;;;;;39,4;5,6;8,8;29,4;3,1;3,8;3,8;1,9;1,3;0,6;0,0;0,0;0,6;0,0;0,6;0,0;1,3;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:00:11;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";90001;"B90001 - Briefwahlbezirk I";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";90002;"B90002 - Briefwahlbezirk II";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500200;"Bad Soden-Salmünster, Stadt";"SB";90003;"B90003 - Briefwahlbezirk III";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";00001;"Bürgertreff Wirtheim, Frankfurter Straße 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";00002;"Bürgertreff Kassel, Spessartstraße 52";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";00003;"Dorfgemeinschaftshaus Roßbach, Zur Kaisereiche 2";591;398;193;0;265;0;;;8;257;3,0;97,0;101;26;40;58;8;6;18;;;;;;;;;;;;;;;;;;;;;;;39,3;10,1;15,6;22,6;3,1;2,3;7,0;;;;;;;;;;;;;;;;;;;;;;;10;255;3,8;96,2;91;31;27;60;12;6;16;4;3;2;0;0;0;0;0;0;0;0;1;2;0;;;;;;;;;35,7;12,2;10,6;23,5;4,7;2,4;6,3;1,6;1,2;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,8;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:55:30;0;;"";0
04243500300;"Biebergemünd";"SB";00004;"Dorfgemeinschaftshaus Lanzingen, Stegwiesenweg 6";458;332;126;0;236;0;;;6;230;2,5;97,5;82;24;39;61;5;2;17;;;;;;;;;;;;;;;;;;;;;;;35,7;10,4;17,0;26,5;2,2;0,9;7,4;;;;;;;;;;;;;;;;;;;;;;;8;228;3,4;96,6;80;29;27;63;9;1;15;2;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;35,1;12,7;11,8;27,6;3,9;0,4;6,6;0,9;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:49:20;0;;"";0
04243500300;"Biebergemünd";"SB";00005;"Dorfgemeinschaftshaus Breitenborn, Lanzinger Straße 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";00006;"Biebertal-Halle Bieber, Richard-Rother-Straße 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";90001;"Briefwahlbezirk 1";0;0;0;0;655;655;;;10;645;1,5;98,5;247;53;123;127;20;6;69;;;;;;;;;;;;;;;;;;;;;;;38,3;8,2;19,1;19,7;3,1;0,9;10,7;;;;;;;;;;;;;;;;;;;;;;;6;649;0,9;99,1;270;55;81;130;22;5;49;15;5;1;1;0;3;2;1;0;5;1;0;3;0;;;;;;;;;41,6;8,5;12,5;20,0;3,4;0,8;7,6;2,3;0,8;0,2;0,2;0,0;0,5;0,3;0,2;0,0;0,8;0,2;0,0;0,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:00:23;0;;"";0
04243500300;"Biebergemünd";"SB";90002;"Briefwahlbezirk 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500300;"Biebergemünd";"SB";90003;"Briefwahlbezirk 3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00001;"Birstein (1)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00002;"Birstein (2)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00003;"Fischborn / Bösgesäß / Böß-Gesäß ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00004;"Hettersroth ";256;175;81;0;127;0;;;4;123;3,1;96,9;46;10;6;46;2;5;8;;;;;;;;;;;;;;;;;;;;;;;37,4;8,1;4,9;37,4;1,6;4,1;6,5;;;;;;;;;;;;;;;;;;;;;;;6;121;4,7;95,3;44;10;7;45;1;2;8;1;0;1;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;36,4;8,3;5,8;37,2;0,8;1,7;6,6;0,8;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:53:25;0;;"";0
04243500400;"Birstein";"SB";00005;"Lichenroth / Völzberg ";373;288;85;0;191;0;;;4;187;2,1;97,9;64;16;30;58;11;3;5;;;;;;;;;;;;;;;;;;;;;;;34,2;8,6;16,0;31,0;5,9;1,6;2,7;;;;;;;;;;;;;;;;;;;;;;;4;187;2,1;97,9;66;16;18;59;11;2;6;3;1;1;0;0;0;0;0;0;0;0;1;1;2;;;;;;;;;35,3;8,6;9,6;31,6;5,9;1,1;3,2;1,6;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,5;1,1;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:59:58;0;;"";0
04243500400;"Birstein";"SB";00006;"Mauswinkel / Kirchbracht / Illnhausen ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00007;"Oberreichenbach ";157;119;38;0;88;0;;;1;87;1,1;98,9;41;3;10;20;4;1;8;;;;;;;;;;;;;;;;;;;;;;;47,1;3,4;11,5;23,0;4,6;1,1;9,2;;;;;;;;;;;;;;;;;;;;;;;0;88;0,0;100,0;39;3;9;21;3;1;6;4;1;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;44,3;3,4;10,2;23,9;3,4;1,1;6,8;4,5;1,1;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:30:47;0;;"";0
04243500400;"Birstein";"SB";00008;"Obersotzbach ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00009;"Unterreichenbach ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00010;"Untersotzbach ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";00011;"Wüstwillenroth / Wettges ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";90012;"Briefwahlbezirk 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500400;"Birstein";"SB";90013;"Briefwahlbezirk 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500500;"Brachttal";"SB";00001;"Schlierbach (Ev. Gemeindehaus, Pfarrgasse 2)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
04243500500;"Brachttal";"SB";00002;"Hellstein (Alte Schule, Raiffeisenstr. 10)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
