Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
00361100000;"Kassel, documenta-Stadt";"SB";00314;"Heinrich-Schütz-Schule";833;638;195;0;402;3;;;3;399;0,7;99,3;58;140;89;35;13;57;5;;;;;;;;;;1;;;;;;;1;;;;;0;14,5;35,1;22,3;8,8;3,3;14,3;1,3;;;;;;;;;;0,3;;;;;;;0,3;;;;;0,0;3;399;0,7;99,3;66;124;71;37;13;48;2;6;14;4;3;0;1;1;1;0;0;2;0;6;0;;;;;;;;;16,5;31,1;17,8;9,3;3,3;12,0;0,5;1,5;3,5;1,0;0,8;0,0;0,3;0,3;0,3;0,0;0,0;0,5;0,0;1,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:59:57;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00321;"Ev. Kindertagesstätte Friedenskirche";498;367;131;0;221;4;;;3;218;1,4;98,6;44;55;46;22;8;27;9;;;;;;;;;;4;;;;;;;2;;;;;1;20,2;25,2;21,1;10,1;3,7;12,4;4,1;;;;;;;;;;1,8;;;;;;;0,9;;;;;0,5;2;219;0,9;99,1;37;52;35;23;8;34;6;4;2;2;0;1;1;3;0;0;4;1;0;4;2;;;;;;;;;16,9;23,7;16,0;10,5;3,7;15,5;2,7;1,8;0,9;0,9;0,0;0,5;0,5;1,4;0,0;0,0;1,8;0,5;0,0;1,8;0,9;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:03:53;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00322;"Ev. Kindertagesstätte Friedenskirche";1160;849;311;0;528;8;;;8;520;1,5;98,5;84;173;112;31;19;79;16;;;;;;;;;;4;;;;;;;2;;;;;0;16,2;33,3;21,5;6,0;3,7;15,2;3,1;;;;;;;;;;0,8;;;;;;;0,4;;;;;0,0;7;521;1,3;98,7;73;166;95;34;25;81;9;6;11;1;0;2;3;3;0;1;4;1;0;4;2;;;;;;;;;14,0;31,9;18,2;6,5;4,8;15,5;1,7;1,2;2,1;0,2;0,0;0,4;0,6;0,6;0,0;0,2;0,8;0,2;0,0;0,8;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 21:18:33;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00323;"Albert-Schweitzer-Schule";881;678;203;0;363;0;;;11;352;3,0;97,0;60;110;70;41;12;45;8;;;;;;;;;;6;;;;;;;0;;;;;0;17,0;31,3;19,9;11,6;3,4;12,8;2,3;;;;;;;;;;1,7;;;;;;;0,0;;;;;0,0;9;354;2,5;97,5;57;93;62;40;11;46;7;6;4;4;0;2;2;3;0;2;4;1;1;7;2;;;;;;;;;16,1;26,3;17,5;11,3;3,1;13,0;2,0;1,7;1,1;1,1;0,0;0,6;0,6;0,8;0,0;0,6;1,1;0,3;0,3;2,0;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:44:58;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00324;"Luisenschule";745;535;210;0;274;4;;;3;271;1,1;98,9;51;77;55;38;5;37;7;;;;;;;;;;1;;;;;;;0;;;;;0;18,8;28,4;20,3;14,0;1,8;13,7;2,6;;;;;;;;;;0,4;;;;;;;0,0;;;;;0,0;6;268;2,2;97,8;60;63;46;39;6;33;7;3;3;0;1;0;1;1;0;1;0;0;0;4;0;;;;;;;;;22,4;23,5;17,2;14,6;2,2;12,3;2,6;1,1;1,1;0,0;0,4;0,0;0,4;0,4;0,0;0,4;0,0;0,0;0,0;1,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:30:59;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00325;"Luisenschule";719;535;184;0;316;1;;;7;309;2,2;97,8;59;102;55;35;13;30;10;;;;;;;;;;4;;;;;;;1;;;;;0;19,1;33,0;17,8;11,3;4,2;9,7;3,2;;;;;;;;;;1,3;;;;;;;0,3;;;;;0,0;3;313;0,9;99,1;57;97;48;36;13;32;10;7;5;0;1;0;3;0;0;0;2;0;0;1;1;;;;;;;;;18,2;31,0;15,3;11,5;4,2;10,2;3,2;2,2;1,6;0,0;0,3;0,0;1,0;0,0;0,0;0,0;0,6;0,0;0,0;0,3;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:48:04;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00331;"Stadtteilzentrum Vorderer Westen";954;658;296;0;459;8;;;3;456;0,7;99,3;41;191;92;29;11;67;15;;;;;;;;;;8;;;;;;;1;;;;;1;9,0;41,9;20,2;6,4;2,4;14,7;3,3;;;;;;;;;;1,8;;;;;;;0,2;;;;;0,2;1;458;0,2;99,8;50;168;85;31;7;82;5;7;5;0;0;0;5;1;0;1;5;0;1;5;0;;;;;;;;;10,9;36,7;18,6;6,8;1,5;17,9;1,1;1,5;1,1;0,0;0,0;0,0;1,1;0,2;0,0;0,2;1,1;0,0;0,2;1,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:59:52;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00332;"Stadtteilzentrum Vorderer Westen";838;600;238;0;419;7;;;0;419;0,0;100,0;58;160;80;24;10;73;8;;;;;;;;;;5;;;;;;;0;;;;;1;13,8;38,2;19,1;5,7;2,4;17,4;1,9;;;;;;;;;;1,2;;;;;;;0,0;;;;;0,2;1;418;0,2;99,8;55;142;66;23;12;87;5;3;5;1;0;0;2;2;0;2;7;0;0;5;1;;;;;;;;;13,2;34,0;15,8;5,5;2,9;20,8;1,2;0,7;1,2;0,2;0,0;0,0;0,5;0,5;0,0;0,5;1,7;0,0;0,0;1,2;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:31:47;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00333;"Luisenschule";1106;751;355;0;485;3;;;6;479;1,2;98,8;78;203;75;28;18;60;15;;;;;;;;;;1;;;;;;;1;;;;;0;16,3;42,4;15,7;5,8;3,8;12,5;3,1;;;;;;;;;;0,2;;;;;;;0,2;;;;;0,0;5;480;1,0;99,0;85;190;67;29;13;57;8;11;3;1;2;0;0;1;0;1;1;1;1;8;1;;;;;;;;;17,7;39,6;14,0;6,0;2,7;11,9;1,7;2,3;0,6;0,2;0,4;0,0;0,0;0,2;0,0;0,2;0,2;0,2;0,2;1,7;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:10:14;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00334;"Stiftung Kurhessisches Diakonissenhaus Kassel";814;599;215;0;396;8;;;1;395;0,3;99,7;56;145;68;28;14;62;12;;;;;;;;;;5;;;;;;;2;;;;;3;14,2;36,7;17,2;7,1;3,5;15,7;3,0;;;;;;;;;;1,3;;;;;;;0,5;;;;;0,8;2;394;0,5;99,5;54;131;53;29;16;79;5;5;6;0;2;1;2;0;0;0;3;0;1;5;2;;;;;;;;;13,7;33,2;13,5;7,4;4,1;20,1;1,3;1,3;1,5;0,0;0,5;0,3;0,5;0,0;0,0;0,0;0,8;0,0;0,3;1,3;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:31:52;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00335;"Stiftung Kurhessisches Diakonissenhaus Kassel";737;527;210;0;322;6;;;1;321;0,3;99,7;50;118;51;28;9;45;15;;;;;;;;;;2;;;;;;;3;;;;;0;15,6;36,8;15,9;8,7;2,8;14,0;4,7;;;;;;;;;;0,6;;;;;;;0,9;;;;;0,0;0;322;0,0;100,0;51;113;43;28;8;40;13;5;11;0;1;1;0;1;0;0;4;0;0;3;0;;;;;;;;;15,8;35,1;13,4;8,7;2,5;12,4;4,0;1,6;3,4;0,0;0,3;0,3;0,0;0,3;0,0;0,0;1,2;0,0;0,0;0,9;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:37:17;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00336;"Stiftung Kurhessisches Diakonissenhaus Kassel";691;465;226;0;300;6;;;4;296;1,3;98,7;48;112;54;24;4;45;7;;;;;;;;;;2;;;;;;;0;;;;;0;16,2;37,8;18,2;8,1;1,4;15,2;2,4;;;;;;;;;;0,7;;;;;;;0,0;;;;;0,0;2;298;0,7;99,3;48;101;40;25;8;55;4;4;1;1;3;0;1;0;0;1;2;0;0;4;0;;;;;;;;;16,1;33,9;13,4;8,4;2,7;18,5;1,3;1,3;0,3;0,3;1,0;0,0;0,3;0,0;0,0;0,3;0,7;0,0;0,0;1,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:58:50;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00411;"Katharina-von-Bora-Haus";911;640;271;0;378;1;;;10;368;2,6;97,4;70;116;77;47;9;37;8;;;;;;;;;;4;;;;;;;0;;;;;0;19,0;31,5;20,9;12,8;2,4;10,1;2,2;;;;;;;;;;1,1;;;;;;;0,0;;;;;0,0;7;371;1,9;98,1;74;101;67;49;12;38;5;5;6;0;2;0;1;0;0;0;6;0;0;5;0;;;;;;;;;19,9;27,2;18,1;13,2;3,2;10,2;1,3;1,3;1,6;0,0;0,5;0,0;0,3;0,0;0,0;0,0;1,6;0,0;0,0;1,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:48:09;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00412;"Katharina-von-Bora-Haus";847;679;168;0;346;2;;;10;336;2,9;97,1;76;98;63;43;9;31;9;;;;;;;;;;3;;;;;;;2;;;;;2;22,6;29,2;18,8;12,8;2,7;9,2;2,7;;;;;;;;;;0,9;;;;;;;0,6;;;;;0,6;8;338;2,3;97,7;71;87;52;42;8;38;11;8;7;0;2;0;0;1;0;0;4;0;0;7;0;;;;;;;;;21,0;25,7;15,4;12,4;2,4;11,2;3,3;2,4;2,1;0,0;0,6;0,0;0,0;0,3;0,0;0,0;1,2;0,0;0,0;2,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:45:14;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00413;"Katharina-von-Bora-Haus";770;559;211;0;317;1;;;5;312;1,6;98,4;72;96;59;38;17;16;10;;;;;;;;;;0;;;;;;;2;;;;;2;23,1;30,8;18,9;12,2;5,4;5,1;3,2;;;;;;;;;;0,0;;;;;;;0,6;;;;;0,6;4;313;1,3;98,7;73;84;54;37;16;22;11;1;2;1;0;1;2;1;0;0;0;0;0;6;2;;;;;;;;;23,3;26,8;17,3;11,8;5,1;7,0;3,5;0,3;0,6;0,3;0,0;0,3;0,6;0,3;0,0;0,0;0,0;0,0;0,0;1,9;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:57:52;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00421;"Katharina-von-Bora-Haus";939;719;220;0;362;7;;;5;357;1,4;98,6;66;100;66;39;11;60;9;;;;;;;;;;5;;;;;;;1;;;;;0;18,5;28,0;18,5;10,9;3,1;16,8;2,5;;;;;;;;;;1,4;;;;;;;0,3;;;;;0,0;7;355;1,9;98,1;59;86;54;41;9;59;9;10;8;0;4;0;3;2;0;1;4;0;1;5;0;;;;;;;;;16,6;24,2;15,2;11,5;2,5;16,6;2,5;2,8;2,3;0,0;1,1;0,0;0,8;0,6;0,0;0,3;1,1;0,0;0,3;1,4;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:35:19;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00422;"Wilhelm-Lückert-Schule";942;696;246;0;407;13;;;7;400;1,7;98,3;63;149;75;22;2;78;6;;;;;;;;;;5;;;;;;;0;;;;;0;15,8;37,3;18,8;5,5;0,5;19,5;1,5;;;;;;;;;;1,3;;;;;;;0,0;;;;;0,0;6;401;1,5;98,5;54;126;71;20;10;82;9;8;4;1;0;1;4;1;0;0;3;2;1;2;2;;;;;;;;;13,5;31,4;17,7;5,0;2,5;20,4;2,2;2,0;1,0;0,2;0,0;0,2;1,0;0,2;0,0;0,0;0,7;0,5;0,2;0,5;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:30:09;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00423;"Universität FB Elektrotechnik Informatik";1200;856;344;0;504;2;;;13;491;2,6;97,4;117;141;97;41;17;55;22;;;;;;;;;;0;;;;;;;1;;;;;0;23,8;28,7;19,8;8,4;3,5;11,2;4,5;;;;;;;;;;0,0;;;;;;;0,2;;;;;0,0;9;495;1,8;98,2;123;125;85;42;18;54;17;3;7;1;5;0;6;2;0;0;1;0;0;3;3;;;;;;;;;24,8;25,3;17,2;8,5;3,6;10,9;3,4;0,6;1,4;0,2;1,0;0,0;1,2;0,4;0,0;0,0;0,2;0,0;0,0;0,6;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:38:17;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00424;"August-Fricke-Schule";944;716;228;0;465;5;;;8;457;1,7;98,3;120;148;92;39;16;24;15;;;;;;;;;;3;;;;;;;0;;;;;0;26,3;32,4;20,1;8,5;3,5;5,3;3,3;;;;;;;;;;0,7;;;;;;;0,0;;;;;0,0;4;461;0,9;99,1;120;139;90;38;17;28;11;4;5;0;3;0;1;1;0;0;0;1;0;2;1;;;;;;;;;26,0;30,2;19,5;8,2;3,7;6,1;2,4;0,9;1,1;0,0;0,7;0,0;0,2;0,2;0,0;0,0;0,0;0,2;0,0;0,4;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:52:47;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00425;"Fröbel-Seminar";1214;887;327;0;471;9;;;9;462;1,9;98,1;84;129;77;64;8;78;16;;;;;;;;;;4;;;;;;;2;;;;;0;18,2;27,9;16,7;13,9;1,7;16,9;3,5;;;;;;;;;;0,9;;;;;;;0,4;;;;;0,0;7;464;1,5;98,5;86;117;63;65;11;70;10;11;6;4;1;1;4;2;1;1;5;0;0;4;2;;;;;;;;;18,5;25,2;13,6;14,0;2,4;15,1;2,2;2,4;1,3;0,9;0,2;0,2;0,9;0,4;0,2;0,2;1,1;0,0;0,0;0,9;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:02:34;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00431;"Fröbel-Seminar";1446;1041;405;0;554;1;;;6;548;1,1;98,9;128;161;116;61;22;40;10;;;;;;;;;;6;;;;;;;2;;;;;2;23,4;29,4;21,2;11,1;4,0;7,3;1,8;;;;;;;;;;1,1;;;;;;;0,4;;;;;0,4;5;549;0,9;99,1;139;143;113;60;16;40;5;11;3;1;5;0;5;0;1;0;4;0;0;3;0;;;;;;;;;25,3;26,0;20,6;10,9;2,9;7,3;0,9;2,0;0,5;0,2;0,9;0,0;0,9;0,0;0,2;0,0;0,7;0,0;0,0;0,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:54:34;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00432;"August-Fricke-Schule";535;368;167;0;243;2;;;5;238;2,1;97,9;60;66;45;34;9;17;6;;;;;;;;;;1;;;;;;;0;;;;;0;25,2;27,7;18,9;14,3;3,8;7,1;2,5;;;;;;;;;;0,4;;;;;;;0,0;;;;;0,0;3;240;1,2;98,8;59;64;39;32;11;16;4;6;3;0;0;0;1;1;1;0;0;1;0;1;1;;;;;;;;;24,6;26,7;16,3;13,3;4,6;6,7;1,7;2,5;1,3;0,0;0,0;0,0;0,4;0,4;0,4;0,0;0,0;0,4;0,0;0,4;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:48:24;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00433;"August-Fricke-Schule";1095;837;258;0;445;3;;;8;437;1,8;98,2;109;115;87;54;15;40;15;;;;;;;;;;2;;;;;;;0;;;;;0;24,9;26,3;19,9;12,4;3,4;9,2;3,4;;;;;;;;;;0,5;;;;;;;0,0;;;;;0,0;9;436;2,0;98,0;106;112;80;50;20;40;10;5;7;0;0;0;3;0;0;0;3;0;0;0;0;;;;;;;;;24,3;25,7;18,3;11,5;4,6;9,2;2,3;1,1;1,6;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:39:29;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00511;"Reformschule";564;407;157;0;190;1;;;4;186;2,1;97,9;66;38;37;29;6;5;3;;;;;;;;;;2;;;;;;;0;;;;;0;35,5;20,4;19,9;15,6;3,2;2,7;1,6;;;;;;;;;;1,1;;;;;;;0,0;;;;;0,0;3;187;1,6;98,4;71;34;38;27;4;7;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;;;;;;;;;38,0;18,2;20,3;14,4;2,1;3,7;1,1;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:03:45;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00512;"Freie Waldorfschule";1166;752;414;0;502;2;;;5;497;1,0;99,0;174;128;63;54;35;26;12;;;;;;;;;;5;;;;;;;0;;;;;0;35,0;25,8;12,7;10,9;7,0;5,2;2,4;;;;;;;;;;1,0;;;;;;;0,0;;;;;0,0;3;499;0,6;99,4;166;115;63;55;41;25;6;8;8;0;2;0;0;0;0;1;4;1;0;2;2;;;;;;;;;33,3;23,0;12,6;11,0;8,2;5,0;1,2;1,6;1,6;0,0;0,4;0,0;0,0;0,0;0,0;0,2;0,8;0,2;0,0;0,4;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:38:02;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00513;"Schule am Heideweg";1052;627;425;0;262;5;;;2;260;0,8;99,2;106;55;41;18;19;13;7;;;;;;;;;;1;;;;;;;0;;;;;0;40,8;21,2;15,8;6,9;7,3;5,0;2,7;;;;;;;;;;0,4;;;;;;;0,0;;;;;0,0;0;262;0,0;100,0;108;46;33;19;30;13;3;2;2;0;0;1;0;1;1;0;2;0;0;0;1;;;;;;;;;41,2;17,6;12,6;7,3;11,5;5,0;1,1;0,8;0,8;0,0;0,0;0,4;0,0;0,4;0,4;0,0;0,8;0,0;0,0;0,0;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:10:17;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00521;"Reformschule";982;697;285;0;455;5;;;5;450;1,1;98,9;93;161;89;34;11;44;17;;;;;;;;;;0;;;;;;;0;;;;;1;20,7;35,8;19,8;7,6;2,4;9,8;3,8;;;;;;;;;;0,0;;;;;;;0,0;;;;;0,2;4;451;0,9;99,1;96;155;64;32;15;51;11;8;3;5;1;1;5;2;0;0;1;0;0;1;0;;;;;;;;;21,3;34,4;14,2;7,1;3,3;11,3;2,4;1,8;0,7;1,1;0,2;0,2;1,1;0,4;0,0;0,0;0,2;0,0;0,0;0,2;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:19:11;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00522;"Wilhelmsgymnasium";1104;808;296;0;471;3;;;6;465;1,3;98,7;87;156;76;43;7;79;9;;;;;;;;;;6;;;;;;;1;;;;;1;18,7;33,5;16,3;9,2;1,5;17,0;1,9;;;;;;;;;;1,3;;;;;;;0,2;;;;;0,2;6;465;1,3;98,7;86;132;70;45;11;71;6;10;7;3;1;0;3;1;0;0;11;1;0;7;0;;;;;;;;;18,5;28,4;15,1;9,7;2,4;15,3;1,3;2,2;1,5;0,6;0,2;0,0;0,6;0,2;0,0;0,0;2,4;0,2;0,0;1,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:19:39;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00531;"Wilhelmsgymnasium";817;534;283;0;390;1;;;11;379;2,8;97,2;96;145;52;21;17;32;14;;;;;;;;;;1;;;;;;;1;;;;;0;25,3;38,3;13,7;5,5;4,5;8,4;3,7;;;;;;;;;;0,3;;;;;;;0,3;;;;;0,0;6;384;1,5;98,5;98;131;48;23;21;28;10;8;4;1;1;2;1;1;0;0;1;0;1;5;0;;;;;;;;;25,5;34,1;12,5;6,0;5,5;7,3;2,6;2,1;1,0;0,3;0,3;0,5;0,3;0,3;0,0;0,0;0,3;0,0;0,3;1,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:47:07;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00532;"Wilhelmsgymnasium";722;546;176;0;345;1;;;6;339;1,7;98,3;90;119;57;29;10;22;6;;;;;;;;;;4;;;;;;;2;;;;;0;26,5;35,1;16,8;8,6;2,9;6,5;1,8;;;;;;;;;;1,2;;;;;;;0,6;;;;;0,0;4;341;1,2;98,8;84;114;52;35;10;21;4;9;2;1;0;0;0;1;0;0;5;0;0;2;1;;;;;;;;;24,6;33,4;15,2;10,3;2,9;6,2;1,2;2,6;0,6;0,3;0,0;0,0;0,0;0,3;0,0;0,0;1,5;0,0;0,0;0,6;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:12:37;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00533;"Wilhelmsgymnasium";806;552;254;0;308;2;;;7;301;2,3;97,7;55;105;63;37;6;17;15;;;;;;;;;;2;;;;;;;1;;;;;0;18,3;34,9;20,9;12,3;2,0;5,6;5,0;;;;;;;;;;0,7;;;;;;;0,3;;;;;0,0;7;301;2,3;97,7;50;102;51;42;7;19;16;4;1;0;1;0;0;0;0;0;2;0;0;4;2;;;;;;;;;16,6;33,9;16,9;14,0;2,3;6,3;5,3;1,3;0,3;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;1,3;0,7;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:47:26;1;;"";0
00361100000;"Kassel, documenta-Stadt";"SB";00534;"Wilhelmsgymnasium";708;524;184;0;298;2;;;2;296;0,7;99,3;68;88;57;34;12;25;11;;;;;;;;;;1;;;;;;;0;;;;;0;23,0;29,7;19,3;11,5;4,1;8,4;3,7;;;;;;;;;;0,3;;;;;;;0,0;;;;;0,0;1;297;0,3;99,7;64;81;49;43;13;26;8;6;2;1;0;0;1;0;0;0;2;0;0;1;0;;;;;;;;;21,5;27,3;16,5;14,5;4,4;8,8;2,7;2,0;0,7;0,3;0,0;0,0;0,3;0,0;0,0;0,0;0,7;0,0;0,0;0,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:23:59;1;;"";0
